Topic,Count,Name,Representation,Representative_Docs
1509,13,1509_aircraft_chained_plane_expanding,"['aircraft', 'chained', 'plane', 'expanding', 'deports', 'indians', 'quite', 'unnecessary', 'military', 'undocumented']","['US military aircraft deports migrants to India , expanding Trump immigration policy - World News', 'US deports Indian migrants on military aircraft amid Trump immigration crackdown', 'US deports Indian migrants on military aircraft amid Trump immigration crackdown']"
1510,13,1510_deteriorating_alarm_body_sounds,"['deteriorating', 'alarm', 'body', 'sounds', 'rights', 'expressing', 'alarming', 'regression', 'situation', 'commission']","['UN Rights Body Sounds The Alarm Over South Sudan Crisis', 'UN rights body sounds the alarm over South Sudan crisis', 'South Sudan : UN Rights Body Sounds the Alarm Over South Sudan Crisis']"
1511,13,1511_chagos_sovereignty_mauritius_reaffirms,"['chagos', 'sovereignty', 'mauritius', 'reaffirms', 'welcomes', 'treaty', 'mauritian', 'archipelago', 'support', 'kingdom']","['India welcomes united kingdom - Mauritius treaty on Chagos , reaffirms support for sovereignty', 'India welcomes united kingdom - Mauritius treaty on Chagos , reaffirms support for sovereignty', 'India welcomes united kingdom - Mauritius treaty on Chagos , reaffirms support for sovereignty']"
1512,13,1512_taylorville_srn_daily_news,"['taylorville', 'srn', 'daily', 'news', 'your', 'nigerian', 'newspaper', 'online', 'nigeria', 'today']","['SRN - US News - Taylorville Daily News', 'SRN - US News - Taylorville Daily News', 'SRN - US News - Taylorville Daily News']"
1513,13,1513_hole_turning_black_12300,"['hole', 'turning', 'black', '12300', 'dbut', 'nbc', 'rica', 'documentaires', 'costa', 'philadelphia']","['Panama and Costa Rica turning into  black hole  for US deportees – NBC Connecticut', 'Panama and Costa Rica turning into  black hole  for US deportees – NBC 6 South Florida', 'Panama and Costa Rica turning into  black hole  for US deportees – NBC 6 South Florida']"
1514,13,1514_africas_choices_examining_bold,"['africas', 'choices', 'examining', 'bold', 'strength', 'horizons', 'african', 'unlocking', 'ties', 'africa']","['Africas bold choices : Examining the strength of Russia ties in 2025', 'Africas bold choices : Examining the strength of Russia ties in 2025', 'Africas bold choices : Examining the strength of Russia ties in 2025']"
1515,13,1515_yl_iin_uluslararas_insani,"['yl', 'iin', 'uluslararas', 'insani', 'yardm', 'milyar', 'almtr', 'abalarn', 'eden', 'merkezinde']","['ABD , BMye sağladığı insani yardım finansmanını 2026  da 2 milyar dola', 'BMden 2026  da insani yardım faaliyetleri için 2 milyar dolar taahhüt eden ABDye teşekkür', 'BMden 2026  da insani yardım faaliyetleri için 2 milyar dolar taahhüt eden ABDye teşekkür']"
1516,13,1516_broker_happened_collapse_leaving,"['broker', 'happened', 'collapse', 'leaving', 'alongside', 'brokers', 'brink', 'brokered', 'expanded', 'putrajaya']","['Thailand and Cambodia are fighting again , leaving a Trump - brokered peace agreement on brink of collapse . What happened ? ', 'Thailand and Cambodia are fighting again , leaving a Trump - brokered peace agreement on brink of collapse . What happened ? ', 'Thailand and Cambodia are fighting again , leaving a Trump - brokered peace agreement on brink of collapse . What happened ? ']"
1517,13,1517_guantanamo_bay_base_nbc,"['guantanamo', 'bay', 'base', 'nbc', 'know', 'what', 'cuba', 'necn', 'about', 'angeles']","['What is Guantanamo Bay ? What to know about the US base in Cuba – NBC Chicago', 'What is Guantanamo Bay ? What to know about the US base in Cuba – NBC 6 South Florida', 'What is Guantanamo Bay ? What to know about the US base in Cuba – NBC 6 South Florida']"
1518,13,1518_trnh_chng_sp_nguy,"['trnh', 'chng', 'sp', 'nguy', 'cc', 'mt', 'ca', 'ng', 'ti', 'gp']","['Mỹ đóng cửa USAID , các chương trình tại Ukraine đối mặt nguy cơ sụp đổ', 'Mỹ đóng cửa USAID , các chương trình tại Ukraine đối mặt nguy cơ sụp đổ', 'Mỹ đóng cửa USAID , các chương trình tại Ukraine đối mặt nguy cơ sụp đổ']"
1519,13,1519_guatemala_arrives_third_ccc,"['guatemala', 'arrives', 'third', 'ccc', 'usaf', 'dhc', 'deportees', 'flight', 'country', 'vital']","['First US flight with third - country deportees arrives in Guatemala', 'First US flight with third - country deportees arrives in Guatemala', 'First US flight with third - country deportees arrives in Guatemala']"
1520,13,1520_crosshairs_bishop_brings_letters,"['crosshairs', 'bishop', 'brings', 'letters', 'leo', 'pope', 'paso', 'desperate', 'xiv', 'crackdown']","['El Paso bishop brings Pope Leo XIV desperate letters from migrants in crosshairs of US crackdown', 'El Paso bishop brings Pope Leo XIV desperate letters from migrants in crosshairs of US crackdown', 'El Paso bishop brings Pope Leo XIV desperate letters from migrants in crosshairs of US crackdown']"
1521,13,1521_xunta_pasan_huyeron_httpsprimiciacomvemundoisraelmataa34personasengaza,"['xunta', 'pasan', 'huyeron', 'httpsprimiciacomvemundoisraelmataa34personasengaza', 'farmamundi', 'estancadas', 'personas', 'convenio', 'atender', 'areos']","['Ataques israelíes en Gaza matan a 30 personas mientras las muertes en la guerra pasan de 58 . 000', 'La Xunta activa el convenio con Farmamundi para atender a la población de la Franja de Gaza', 'La Xunta activa el convenio con Farmamundi para atender a la población de la Franja de Gaza']"
1522,13,1522_diretta_opfer_dokureihe_difficile,"['diretta', 'opfer', 'dokureihe', 'difficile', 'israele', 'dalla', 'ddats', 'palestinska', 'aslih', 'skildrade']","['Israele Hamas in guerra : \xa0le news in diretta', 'Israele Hamas in guerra : \xa0le news in diretta', 'Israele Hamas in guerra : \xa0le news in diretta']"
1523,13,1523_concur_design_stepping_japan,"['concur', 'design', 'stepping', 'japan', 'advancement', 'raa', 'concern', 'industry', 'malaysia', 'iea']","['Malaysia , Japan sign agreement to drive design industry in Asean', 'Japan , Malaysia concur in stepping up security cooperation', 'Japan , Malaysia concur in stepping up security cooperation']"
1524,13,1524_relationships_complex_entire_strengthening,"['relationships', 'complex', 'entire', 'strengthening', 'manifests', 'solid', 'iranian', 'relationship', 'rock', 'deep']","['strengthening the entire complex of russian - iranian relationship ..... ', 'strengthening the entire complex of russian - iranian relationship ..... ', 'strengthening the entire complex of russian - iranian relationship ..... ']"
1525,13,1525_paired_farms_ominous_called,"['paired', 'farms', 'ominous', 'called', 'apparent', 'corporate', 'geostrategy', 'watch', 'food', 'tribune']","['China  Food Security Law  paired with apparent attack on U . S . farms called ominous – World Tribune : U . S . Politics and Culture , Geostrategy , China , North Korea , Corporate Watch , Media Watch', 'China  Food Security Law  paired with apparent attack on U . S . farms called ominous – World Tribune : U . S . Politics and Culture , Geostrategy , China , North Korea , Corporate Watch , Media Watch', 'China  Food Security Law  paired with apparent attack on U . S . farms called ominous – World Tribune : U . S . Politics and Culture , Geostrategy , China , North Korea , Corporate Watch , Media Watch']"
1526,13,1526_pques_hypocrisie_demande_poutine,"['pques', 'hypocrisie', 'demande', 'poutine', 'dnonce', 'cessez', 'feu', 'rgler', 'utiliser', 'bombe']","['Guerre en Ukraine . Pâques : Poutine demande un cessez - le - feu , Zelensky dénonce son hypocrisie', 'Guerre en Ukraine . Pâques : Poutine demande un cessez - le - feu , Zelensky dénonce son hypocrisie', 'Guerre en Ukraine . Pâques : Poutine demande un cessez - le - feu , Zelensky dénonce son hypocrisie']"
1527,13,1527_kaiken_jihin_israelille_laittoi,"['kaiken', 'jihin', 'israelille', 'laittoi', 'egyptille', 'ulkomaanavun', 'lhes', 'kuitenkin', 'sotilaallista', 'apua']","['Yhdysvallat laittoi lähes kaiken ulkomaanavun jäihin – sotilaallista apua kuitenkin Israelille ja Egyptille', 'Yhdysvallat laittoi lähes kaiken ulkomaanavun jäihin – sotilaallista apua kuitenkin Israelille ja Egyptille', 'Yhdysvallat laittoi lähes kaiken ulkomaanavun jäihin – sotilaallista apua kuitenkin Israelille ja Egyptille']"
1528,13,1528_hp_tc_anh_lin,"['hp', 'tc', 'anh', 'lin', 'khut', 'quc', 'chu', 'gc', 'bnh', 'ti']","['Hợp tác Mỹ , Anh , EU và Ukraine tìm kiếm hòa bình bền vững tại châu Âu', 'Sau  bức màn  hợp tác Anh - Pháp về Ukraine : Góc khuất những bất đồng', 'Sau  bức màn  hợp tác Anh - Pháp về Ukraine : Góc khuất những bất đồng']"
1529,13,1529_allegiance_grateful_bacon_guys,"['allegiance', 'grateful', 'bacon', 'guys', 'teeth', 'ultra', 'forgive', 'cheers', 'don', 'arm']","['Ukraine not grateful for US allegiance : Trump', 'Rep . Don Bacon : Arm Ukraine to the teeth', 'Rep . Don Bacon : Arm Ukraine to the teeth']"
1530,13,1530_thalande_cambodge_battre_nose,"['thalande', 'cambodge', 'battre', 'nose', 'oubli', 'dormir', 'frontire', 'pige', 'rsolution', 'frontalier']","['La Thaïlande et le Cambodge continuent à se battre dimanche à leur frontière', ' Je nose même pas dormir  : les civils pris au piège dun conflit oublié  la frontière entre la Thaïlande et le Cambodge', ' Je nose même pas dormir  : les civils pris au piège dun conflit oublié  la frontière entre la Thaïlande et le Cambodge']"
1531,13,1531_lotan_poutine_veut_prendra,"['lotan', 'poutine', 'veut', 'prendra', 'faciles', 'liminer', 'loublie', 'stratgie', 'renforts', 'apprcie']","['Ukraine : la guerre ne prendra fin que si Poutine change de stratégie selon lOTAN', 'Guerre en Ukraine\xa0 : Poutine menace les Européens , Zelensky apprécie les renforts et la Chine veut quon loublie', 'Guerre en Ukraine\xa0 : Poutine menace les Européens , Zelensky apprécie les renforts et la Chine veut quon loublie']"
1532,13,1532_act_continue_hezbollah_if,"['act', 'continue', 'hezbollah', 'if', 'lebanon', 'attacks', 'it', 'will', 'winnipeg', 'press']","['Hezbollah says it will act if Israel attacks on Lebanon continue', 'Hezbollah says it will act if Israel attacks on Lebanon continue', 'Hezbollah says it will act if Israel attacks on Lebanon continue']"
1533,13,1533_volontaires_faufilent_prcdent_vengeance,"['volontaires', 'faufilent', 'prcdent', 'vengeance', 'sonn', 'fait', 'clandestins', 'lheure', 'arabie', 'saoudite']","['Guerre en Ukraine\xa0 : Lheure de la vengeance de la Russie a sonné et les drones clandestins de Kiev se faufilent encore', 'Guerre en Ukraine\xa0 : Lheure de la vengeance de la Russie a sonné et les drones clandestins de Kiev se faufilent encore', 'Guerre en Ukraine\xa0 : Lheure de la vengeance de la Russie a sonné et les drones clandestins de Kiev se faufilent encore']"
1534,13,1534_teetering_edge_renewed_envoy,"['teetering', 'edge', 'renewed', 'envoy', 'civil', 'warns', 'south', 'sudan', 'un', 'war']","['South Sudan teetering on edge of renewed civil war , warns UN envoy', 'South Sudan teetering on edge of renewed civil war , warns UN envoy', 'South Sudan teetering on edge of renewed civil war , warns UN envoy']"
1535,13,1535_float_milwaukee_abuse_hawaii,"['float', 'milwaukee', 'abuse', 'hawaii', 'loophole', 'courier', 'media', 'herald', 'combat', 'speech']","['US to float plan at UN to combat asylum abuse media', 'US to float plan at UN to combat asylum abuse media', 'US to float plan at UN to combat asylum abuse media']"
1536,13,1536_cyprus_prosperity_stability_forge,"['cyprus', 'prosperity', 'stability', 'forge', 'greece', 'trilateral', 'aims', 'premature', 'stronger', 'egypt']","['Egypt , Greece , and Cyprus Strengthen Trilateral Ties for Stability and Prosperity', 'Egypt , Greece , and Cyprus Strengthen Trilateral Ties for Stability and Prosperity', 'Egypt , Greece , and Cyprus Strengthen Trilateral Ties for Stability and Prosperity']"
1537,13,1537_airbase_siberian_overshadowed_ramp,"['airbase', 'siberian', 'overshadowed', 'ramp', 'bridge', 'overnight', 'each', 'escalate', 'blast', 'drone']","['Ukraine - Russia Peace Talks Overshadowed by Drone Strikes , Bridge Blast , and Siberian Airbase Attack', 'Ukraine - Russia Peace Talks Overshadowed by Drone Strikes , Bridge Blast , and Siberian Airbase Attack', 'Ukraine - Russia Peace Talks Overshadowed by Drone Strikes , Bridge Blast , and Siberian Airbase Attack']"
1538,13,1538_tragic_milestone_tunisians_aggression,"['tragic', 'milestone', 'tunisians', 'aggression', 'powerful', 'fate', 'remember', 'meetings', 'unsc', 'ago']","['Pakistan slams renewed Israeli strikes in Gaza as another  tragic milestone  in the war ; Demands UNSC action', 'Pakistan slams renewed Israeli strikes in Gaza as another  tragic milestone  in the war ; Demands UNSC action', 'Pakistan slams renewed Israeli strikes in Gaza as another  tragic milestone  in the war ; Demands UNSC action']"
1539,13,1539_irn_prximo_hora_amenaza,"['irn', 'prximo', 'hora', 'amenaza', 'ltima', 'lbano', 'oriente', 'directo', 'conflicto', 'perspectiva']","['Conflicto en Oriente Próximo , en directo | Última hora de la guerra de Israel en Líbano y Gaza y la amenaza de Irán', 'Conflicto en Oriente Próximo , en directo | Última hora de la guerra de Israel en Líbano y Gaza y la amenaza de Irán', 'Conflicto en Oriente Próximo , en directo | Última hora de la guerra de Israel en Líbano y Gaza y la amenaza de Irán']"
1540,13,1540_fredssamtal_freslr_nya_ryssland,"['fredssamtal', 'freslr', 'nya', 'ryssland', 'ryggen', 'mndag', 'vnda', 'brjar', 'till', 'pengar']","['Ukraina föreslår nya fredssamtal med Ryssland', 'Ukraina föreslår nya fredssamtal med Ryssland', 'Ukraina föreslår nya fredssamtal med Ryssland']"
1541,13,1541_camboya_tailandia_anunciada_bombardeos,"['camboya', 'tailandia', 'anunciada', 'bombardeos', 'nuevos', 'acusa', 'camboja', 'tailndia', 'poco', 'tregua']","['Tregua anunciada por Trump dura poco ; Camboya acusa a Tailandia de nuevos bombardeos', 'Camboya acusa a Tailandia de nuevos bombardeos a pesar de tregua anunciada por Trump', 'Camboya acusa a Tailandia de nuevos bombardeos a pesar de tregua anunciada por Trump']"
1542,13,1542_sworn_arrives_before_days,"['sworn', 'arrives', 'before', 'days', 'starmer', 'inauguration', 'zelenskyy', 'uk', 'security', 'prime']","['UK Starmer arrives in Ukraine for security talks with Zelenskyy days before Trump is sworn in', 'UK Starmer arrives in Ukraine for security talks with Zelenskyy days before Trump is sworn in', 'UK Starmer arrives in Ukraine for security talks with Zelenskyy days before Trump is sworn in']"
1543,13,1543_hineingezogen_kreml_wird_nicht,"['hineingezogen', 'kreml', 'wird', 'nicht', 'devastated', 'krieg', 'phase', 'ends', 'blocks', 'politik']","['Kreml : China wird nicht in Krieg hineingezogen', 'Kreml : China wird nicht in Krieg hineingezogen', 'Kreml : China wird nicht in Krieg hineingezogen']"
1544,13,1544_oscar_documentary_wins_land,"['oscar', 'documentary', 'wins', 'land', 'best', 'other', 'awards', 'collaboration', 'peoplemustend', 'filmmaker']","['  No Other Land , an Israeli - Palestinian collaboration , wins Oscar for best documentary', '  No Other Land , An Israeli - Palestinian Collaboration , Wins Oscar For Best Documentary', '  No Other Land , an Israeli - Palestinian collaboration , wins Oscar for best documentary']"
1545,13,1545_influx_hate_changed_hope,"['influx', 'hate', 'changed', 'hope', 'hoping', 'germany', 'turnbacks', 'mixed', 'how', 'messages']","['Hope and hate : how migrant influx has changed Germany', 'Hope and hate : how migrant influx has changed Germany', 'Hope and hate : How migrant influx has changed Germany']"
1546,13,1546_envisaged_connection_iranian_federation,"['envisaged', 'connection', 'iranian', 'federation', 'greater', 'vp', 'force', 'promote', 'revolutionary', 'entry']","['No military alliance envisaged by Russian - Iranian treaty top Iranian diplomat', 'Foreign Ministry statement in connection with the entry into force of the Treaty on Comprehensive Strategic Partnership between the Russian Federation and the Islamic Republic of Iran', 'Foreign Ministry statement in connection with the entry into force of the Treaty on Comprehensive Strategic Partnership between the Russian Federation and the Islamic Republic of Iran']"
1547,13,1547_witnessing_romania_roles_boots,"['witnessing', 'romania', 'roles', 'boots', 'denmark', 'vs', 'ground', 'europe', 'poland', 'iii']","['World War 3 : Russia vs NATO , Poland , united kingdom , France , Germany , Denmark , Romania , Ukraine - Are we witnessing World War 3 in Europe ? What are roles of U . S . and China ? ', 'World War 3 : Russia vs NATO , Poland , united kingdom , France , Germany , Denmark , Romania , Ukraine - Are we witnessing World War 3 in Europe ? What are roles of U . S . and China ? ', 'World War 3 : Russia vs NATO , Poland , united kingdom , France , Germany , Denmark , Romania , Ukraine - Are we witnessing World War 3 in Europe ? What are roles of U . S . and China ? ']"
1548,13,1548_gestin_video_luchando_mercenarios,"['gestin', 'video', 'luchando', 'mercenarios', 'diario', 'favor', 'denuncia', 'newslr', 'noticiero', 'agosto']","['Video : ZELENSKI denuncia mercenarios de CHINA , PAKISTÁN y otros luchando a favor de RUSIA Gestión por Diario Gestión', 'Video : ZELENSKI denuncia mercenarios de CHINA , PAKISTÁN y otros luchando a favor de RUSIA Gestión por Diario Gestión', 'Video : ZELENSKI denuncia mercenarios de CHINA , PAKISTÁN y otros luchando a favor de RUSIA Gestión por Diario Gestión']"
1549,13,1549_hemant_jain_phdcci_forward,"['hemant', 'jain', 'phdcci', 'forward', 'step', 'free', 'major', 'gain', 'trade', 'agreement']","['India - UK Free Trade Agreement a major step forward , says PHDCCI chief Hemant Jain', 'India - UK Free Trade Agreement a major step forward , says PHDCCI chief Hemant Jain', 'India - UK Free Trade Agreement a major step forward , says PHDCCI chief Hemant Jain']"
1550,13,1550_pause_activity_tactical_nbc4,"['pause', 'activity', 'tactical', 'nbc4', 'nbc', 'parts', 'area', 'agree', 'chicago', 'bay']","['Israel announces tactical pause in military activity in parts of Gaza', 'Israel and Hamas agree to ceasefire deal to pause Gaza war', 'Israel and Hamas agree to ceasefire deal to pause Gaza war']"
1551,13,1551_rancher_describes_borderlands_danger,"['rancher', 'describes', 'borderlands', 'danger', 'surveillance', 'hate', 'lot', 'there', 'fear', 'open']","['Rancher describes danger at US - Mexico border', 'Rancher describes danger at US - Mexico border', 'Rancher describes danger at US - Mexico border']"
1552,13,1552_torching_tree_suspicion_christmas,"['torching', 'tree', 'suspicion', 'christmas', 'catholic', 'church', 'arrested', 'palestinians', 'bank', 'west']","['3 Palestinians arrested on suspicion of torching a Christmas tree at a Catholic church in West Bank', '3 Palestinians arrested on suspicion of torching a Christmas tree at a Catholic church in West Bank', '3 Palestinians arrested on suspicion of torching a Christmas tree at a Catholic church in West Bank']"
1553,13,1553_photojournalist_french_journalist_photo,"['photojournalist', 'french', 'journalist', 'photo', 'assaulted', 'agency', '03', 'drone', 'killed', '10']","['Ukraine : French photojournalist killed by Russian drone – DW – 10 / 03 / 2025', 'French photojournalist killed in drone strike in Ukraine', 'French photojournalist killed in drone strike in Ukraine']"
1554,13,1554_5mn_typhoon_recovery_fengshen,"['5mn', 'typhoon', 'recovery', 'fengshen', 'kalmaegi', 'vietnam', 'storms', 'disaster', 'recognises', '142']","['EU , Australia announce over $2 . 5mn in humanitarian aid to support storm - hit residents in Vietnam', 'Japan offers $1 . 5mn emergency aid to support Vietnam disaster recovery', 'Japan offers $1 . 5mn emergency aid to support Vietnam disaster recovery']"
1555,12,1555_pukpuk_marape_png_albanese,"['pukpuk', 'marape', 'png', 'albanese', 'influence', 'formalize', 'pacific', 'kalinoe', 'treaty', 'defence']","['Australia - PNG Defence Treaty : Albanese and Marape sign Pukpuk agreement amid China Pacific influence', 'Australia - PNG Defence Treaty : Albanese and Marape sign Pukpuk agreement amid China Pacific influence', 'Australia - PNG Defence Treaty : Albanese and Marape sign Pukpuk agreement amid China Pacific influence']"
1556,12,1556_inquiry_oversee_outrage_oct,"['inquiry', 'oversee', 'outrage', 'oct', 'government', 'netanyahu', 'distrust', 'will', 'october', 'announces']","['Outrage in Israel as Netanyahu says government will oversee Oct 7 inquiry', 'Outrage in Israel as Netanyahu says government will oversee Oct . 7 inquiry', 'Outrage in Israel as Netanyahu says government will oversee Oct . 7 inquiry']"
1557,12,1557_runrun_tus_humanos_defensa,"['runrun', 'tus', 'humanos', 'defensa', 'derechos', 'oasis', 'burocracia', 'desproteccin', '676', 'alcanz']","['Europa : el nuevo oasis de acogida para Venezuela\xa0 - Runrun . es : En defensa de tus derechos humanos', 'CLAVES | Venezolanos en Colombia , entre la desprotección y la burocracia - Runrun . es : En defensa de tus derechos humanos', 'CLAVES | Venezolanos en Colombia , entre la desprotección y la burocracia - Runrun . es : En defensa de tus derechos humanos']"
1558,12,1558_belarus_lukashenko_including_closer,"['belarus', 'lukashenko', 'including', 'closer', 'friends', 'deeper', 'prepare', 'elevate', 'aims', 'strengthen']","['Belarus seeks closer ties with Iran including on defense , Lukashenko says', 'Belarus seeks closer ties with Iran including on defense , Lukashenko says', 'Belarus seeks closer ties with Iran including on defense , Lukashenko says']"
1559,12,1559_malnutrition_acute_wfp_soar,"['malnutrition', 'acute', 'wfp', 'soar', 'kordofan', 'tawila', 'reduce', 'cases', 'malnourished', 'eastern']","['23 children die of malnutrition within a month in Sudan Kordofan region', '23 children die of malnutrition within a month in Sudan Kordofan region', 'At least 23 children die of malnutrition in Sudan Kordofan']"
1560,12,1560_continued_scanner_commitment_reaffirms,"['continued', 'scanner', 'commitment', 'reaffirms', 'ct', 'medicines', 'dispatches', 'assistance', 'afghanistan', 'medical']","['India reaffirms commitment to continued humanitarian support for Afghanistan , dispatches medicines , CT scanner', 'India reaffirms commitment to continued humanitarian support for Afghanistan , dispatches medicines , CT scanner', 'India reaffirms commitment to continued humanitarian support for Afghanistan , dispatches medicines , CT scanner']"
1561,12,1561_december_russo_28_22,"['december', 'russo', '28', '22', '2025', '18', '16', '23', '15', 'war']","['Russo - Ukraine War - 23 December 2025', 'Russo - Ukraine War - 15 December 2025', 'Russo - Ukraine War - 15 December 2025']"
1562,12,1562_kidnapped_abduction_girl_66,"['kidnapped', 'abduction', 'girl', '66', 'denounces', 'whose', 'little', 'venezuela', 'parents', 'old']","['Venezuela denounces  abduction  of girl , 2 , whose parents were deported by US', 'Venezuela Denounces US Government  Abduction  of Two - Year - Old Migrant Girl', 'Venezuela Denounces US Government  Abduction  of Two - Year - Old Migrant Girl']"
1563,12,1563_electricity_supply_insists_shortage,"['electricity', 'supply', 'insists', 'shortage', 'halts', 'services', 'fuel', 'cut', 'suspend', 'ahead']","['Israel halts Gaza electricity supply ahead of new truce talks', 'Israel halts Gaza electricity supply ahead of new truce talks', 'Israel halts Gaza electricity supply ahead of new truce talks']"
1564,12,1564_passenger_blitz_seat_moves,"['passenger', 'blitz', 'seat', 'moves', 'diplomatic', 'analysis', 'after', 'on', 'trump', 'and']","['After diplomatic blitz on Ukraine and Gaza , Trump moves to passenger seat', 'After diplomatic blitz on Ukraine and Gaza , Trump moves to passenger seat', 'After diplomatic blitz on Ukraine and Gaza , Trump moves to passenger seat']"
1565,12,1565_implementing_favourable_draft_vietnam,"['implementing', 'favourable', 'draft', 'vietnam', 'action', 'businesses', 'develop', 'comprehensive', 'detail', 'partnership']","['Việt Nam , Thailand to draft action plan for implementing new partnership', 'Vietnam , Thailand to draft action plan for implementing new partnership', 'Vietnam , Thailand to draft action plan for implementing new partnership']"
1566,12,1566_hopes_18_rise_hostage,"['hopes', '18', 'rise', 'hostage', 'release', 'kill', 'turkiye', 'strikes', 'press', 'israeli']","['Israeli strikes on Gaza kill 18 as hopes rise for a ceasefire and hostage release', 'Israeli strikes on Gaza kill 18 as hopes rise for a ceasefire and hostage release', 'Israeli strikes on Gaza kill 18 as hopes rise for ceasefire and hostage release']"
1567,12,1567_vincula_matado_presuntos_narcos,"['vincula', 'matado', 'presuntos', 'narcos', 'eln', 'caribe', 'drogue', 'dejara', 'financires', 'rien']","['TRUMP - COLOMBIA | Estados Unidos asegura haber matado a tres presuntos narcos en un ataque en el Caribe y los vincula al ELN', 'TRUMP - COLOMBIA | Estados Unidos asegura haber matado a tres presuntos narcos en un ataque en el Caribe y los vincula al ELN', 'TRUMP - COLOMBIA | Estados Unidos asegura haber matado a tres presuntos narcos en un ataque en el Caribe y los vincula al ELN']"
1568,12,1568_erdoan_trkiye_integrity_romanian,"['erdoan', 'trkiye', 'integrity', 'romanian', 'kurds', 'membership', 'aegean', 'guarantee', 'communities', 'fortifies']","['Türkiye is security guarantee for Kurds , other Syrian communities : Erdoğan', 'Romanian foreign minister says Türkiye full EU membership key for Black Sea security', 'Romanian foreign minister says Türkiye full EU membership key for Black Sea security']"
1569,12,1569_helicopter_crew_member_attacked,"['helicopter', 'crew', 'member', 'attacked', 'prone', 'helicopters', 'abhorrent', 'afta', 'south', 'several']","['1 crew member killed after a UN helicopter was attacked in South Sudan', '1 crew member killed after a UN helicopter was attacked in South Sudan', '1 crew member killed after a UN helicopter was attacked in South Sudan']"
1570,12,1570_mothers_fronts_increasingly_reject,"['mothers', 'fronts', 'increasingly', 'reject', 'soldiers', 'stop', 'demand', 'all', 'soldier', 'their']","['Mothers of Israeli soldiers fighting on all fronts to stop Gaza war', 'Mothers of Israeli soldiers fighting on all fronts to stop Gaza war', 'Mothers of Israeli soldiers fighting on all fronts to stop Gaza war']"
1571,12,1571_regrettable_oval_spat_office,"['regrettable', 'oval', 'spat', 'office', 'reaction', 'zelenskyy', 'calls', 'clash', 'between', 'zelensky']","['Ukraine Zelenskyy calls Oval Office spat with Trump  regrettable  ', 'Ukraine Zelenskyy calls Oval Office spat with Trump  regrettable  ', 'Ukraine Zelenskyy calls Oval Office spat with Trump  regrettable  ']"
1572,12,1572_221_starvation_recognise_mps,"['221', 'starvation', 'recognise', 'mps', 'inaction', 'britain', 'recognition', 'state', 'call', 'palestinian']","['221 MPs call for Britain to recognise Palestinian state amid starvation in Gaza', '221 MPs call for Britain to recognise Palestinian state amid starvation in Gaza', '221 MPs call for Britain to recognise Palestinian state amid starvation in Gaza']"
1573,12,1573_welcomes_shillong_english_premier,"['welcomes', 'shillong', 'english', 'premier', 'between', 'hindi', 'daily', 'central', 'agreement', 'delhi']","['India welcomes ceasefire agreement between Hamas and Israel', 'India welcomes ceasefire agreement between Hamas and Israel', 'India welcomes ceasefire agreement between Hamas and Israel']"
1574,12,1574_staying_allies_tehran_some,"['staying', 'allies', 'tehran', 'some', 'why', 'out', 'key', 'are', 'conflict', 'iran']","['Why are some key Tehran allies staying out of the Israel - Iran conflict ? ', 'Why are some key Tehran allies staying out of the Israel - Iran conflict ? ', 'Why are some key Tehran allies staying out of the Israel - Iran conflict ? ']"
1575,12,1575_97_refused_darien_camp,"['97', 'refused', 'darien', 'camp', '98', 'deportees', 'repatriated', 'panama', 'refusal', 'they']","['Panama sends 97 deportees from US to the Darien camp after they refused to return to their countries | iNFOnews', 'Panama sends 97 deportees from US to the Darien camp after they refused to return to their countries', 'Panama sends 97 deportees from US to the Darien camp after they refused to return to their countries']"
1576,12,1576_divided_republicans_toward_policy,"['divided', 'republicans', 'toward', 'policy', 'shooting', 'immigrants', 'afghan', 'after', 'on', '']","['Republicans divided on policy toward Afghan immigrants after shooting', 'Republicans divided on policy toward Afghan immigrants after shooting', 'Republicans divided on policy toward Afghan immigrants after shooting']"
1577,12,1577_kirk_charlie_vicious_spiral,"['kirk', 'charlie', 'vicious', 'spiral', 'edge', 'political', 'beginning', 'brewing', 'bawku', 'darker']","['US on edge : Experts warn of  vicious spiral  in political violence after Kirk killing', 'Nation on edge : Experts warn of  vicious spiral  in political violence after Kirk killing', 'Nation on edge : Experts warn of  vicious spiral  in political violence after Kirk killing']"
1578,12,1578_neg_expulsados_watch_sometindolos,"['neg', 'expulsados', 'watch', 'sometindolos', '1070', 'malos', 'tratos', 'violando', 'panam', 'fe']","['Human Rights Watch denuncia que EE . UU hizo expulsión masiva de migrantes a Panamá violando todos sus derechos y sometiéndolos a malos tratos – Radio Santa Fe 1070 a . m . Noticias de Colombia', 'Human Rights Watch denuncia que EE . UU hizo expulsión masiva de migrantes a Panamá violando todos sus derechos y sometiéndolos a malos tratos – Radio Santa Fe 1070 a . m . Noticias de Colombia', 'Human Rights Watch denuncia que EE . UU hizo expulsión masiva de migrantes a Panamá violando todos sus derechos y sometiéndolos a malos tratos – Radio Santa Fe 1070 a . m . Noticias de Colombia']"
